1;0.0;2.5434735577200214;1
2;0.0;1.4207772426984555;1
3;0.0;0.8801002389057567;1
4;0.0;0.5518294399899456;1
5;0.0;0.6819929608860343;1
6;0.0;1.7371481702188813;1
7;0.0;2.2850195216687514;1
8;0.0;3.280448272726556;1
9;0.0;4.16439988484077;1
10;0.0;5.341522523644267;1
11;0.0;5.998478439336309;1
12;0.0;7.06836055060526;1
13;0.0;8.000737270899174;1
14;0.0;8.872582749055812;1
15;0.0;9.374279693644793;1
16;0.0;9.008089147269914;1
17;0.0;9.184953205177958;1
18;0.0;8.263743204991009;1
19;0.0;8.126654708165374;1
20;0.0;7.687034460973387;1
21;0.0;6.772375620314125;1
22;0.0;6.2763822278873596;1
23;0.0;5.979339581202329;1
24;0.0;5.796009706894944;1
25;0.0;5.00892923057919;1
