1;0.0;3.2207590278631084;1
2;0.0;1.8035192691980524;1
3;730.0;3.50783438547664;1
4;3046.0;7.350384512469766;1
5;5362.0;8.130767075062277;1
6;8207.0;10.04095785191534;1
7;21052.0;17.904270638500464;1
8;43897.0;25.993411385045942;1
9;66742.0;27.758109153440312;1
10;89587.0;28.90148781545395;1
11;112432.0;29.575154260008844;1
12;135277.0;30.206752911769396;1
13;158122.0;30.4711137493686;1
14;180967.0;30.92509858242051;1
15;203812.0;31.281094080982484;1
16;226657.0;31.598382047056226;1
17;249502.0;31.730042198076557;1
18;272347.0;31.447727930823564;1
19;295192.0;31.507544426881733;1
20;318037.0;31.02056776814081;1
